614,11.23,NULL,"Jan26,2024"
615,11.06,NULL,"Feb10,2024"
616,10.95,NULL,"Feb10,2024"
617,10.9,NULL,"Feb10,2024"
618,10.89,NULL,"Feb10,2024"
619,10.83,NULL,"Jan26,2024"
620,10.54,NULL,"Feb10,2024"
621,10.51,NULL,"Jan26,2024"
622,8.7,NULL,"Jan12,2024"
623,8.25,NULL,"Feb10,2024"
624,8.21,NULL,"Feb10,2024"
625,8.14,NULL,"Jan12,2024"
626,7.98,NULL,"Jan26,2024"
627,7.97,NULL,"Feb10,2024"
628,7.93,NULL,"Jan26,2024"
629,7.88,NULL,"Jan26,2024"
630,7.66,NULL,"Jan12,2024"
631,10.9,+0.0,"May12,2023"
632,11.01,1.3,"May12,2023"
633,11.07,1.9,"May18,2023"
634,11.19,0.6,"Mar18,2023"
635,11.24,2.0,"Apr26,2023"
636,12.42,1.6,"Apr27,2023"
637,12.5,1.5,"Apr7,2023"
638,12.5,0.1,"May3,2023"
639,12.53,2.0,"Apr26,2023"
640,12.83,1.6,"Apr27,2023"
641,22.9,1.4,"Apr26,2023"
642,23.04,-2.7,"May5,2023"
643,23.1,-1.4,"Apr27,2023"
644,23.9,-0.7,"May5,2023"
645,23.99,0.4,"Apr7,2023"
646,25.97,-1.2,"May5,2023"
647,26.0,+0.0,"May3,2023"
648,26.11,-1.2,"May5,2023"
649,26.49,2.0,"Apr26,2023"
650,26.55,-2.9,"Apr27,2023"
651,26.7,-1.2,"May5,2023"
652,52.38,NULL,"May12,2023"
653,52.52,NULL,"May5,2023"
654,52.86,NULL,"Apr27,2023"
655,53.13,NULL,"Mar18,2023"
656,53.19,NULL,"May3,2023"
657,53.39,NULL,"Apr7,2023"
658,53.97,NULL,"Apr22,2023"
659,59.2,NULL,"Apr26,2023"
660,114.45,NULL,"May18,2023"
661,115.02,NULL,"May12,2023"
662,115.71,NULL,"Mar18,2023"
663,116.54,NULL,"Apr26,2023"
664,116.76,NULL,"May12,2023"
665,117.35,NULL,"May18,2023"
666,117.52,NULL,"May5,2023"
667,119.09,NULL,"Mar18,2023"
668,119.09,NULL,"May12,2023"
669,120.58,NULL,"Apr26,2023"
670,122.51,NULL,"May3,2023"
671,122.55,NULL,"May18,2023"
672,123.11,NULL,"Apr22,2023"
673,125.17,NULL,"Mar18,2023"
674,125.49,NULL,"Apr26,2023"
675,128.82,NULL,"Apr22,2023"
676,128.83,NULL,"May5,2023"
677,131.12,NULL,"May3,2023"
678,131.58,NULL,"Apr26,2023"
679,132.75,NULL,"May5,2023"
680,134.71,NULL,"May5,2023"
681,134.75,NULL,"Apr7,2023"
682,136.93,NULL,"Apr22,2023"
683,143.26,NULL,"Apr22,2023"
684,145.66,NULL,"Apr22,2023"
685,238.25,NULL,"May12,2023"
686,238.75,NULL,"Apr7,2023"
687,241.33,NULL,"Mar18,2023"
688,242.26,NULL,"Mar18,2023"
689,242.45,NULL,"Apr27,2023"
690,243.0,NULL,"May12,2023"
691,245.61,NULL,"Apr7,2023"
692,245.92,NULL,"Apr26,2023"
693,246.82,NULL,"May18,2023"
694,247.96,NULL,"Apr27,2023"
695,250.49,NULL,"May5,2023"
696,251.95,NULL,"Apr7,2023"
697,252.23,NULL,"Apr26,2023"
698,254.71,NULL,"May18,2023"
699,260.95,NULL,"May3,2023"
700,262.48,NULL,"May5,2023"
701,263.6,NULL,"May3,2023"
702,265.08,NULL,"Apr27,2023"
703,265.13,NULL,"May5,2023"
704,266.46,NULL,"Apr27,2023"
705,267.9,NULL,"Apr7,2023"
